timestamp,symbol,side,price,reason,pnl
2025-06-30 21:28:01.694,BINANCE_SPOT_SOL_USDT,BUY,156.32,Resistance trendline broken,-0.0002
2025-06-30 21:29:00.710,BINANCE_SPOT_SOL_USDT,SELL,156.26,VPVR peak at 155.82 with S/R zone resistance at 157.83,
2025-06-30 21:30:02.517,BINANCE_SPOT_SOL_USDT,BUY,156.19,Resistance trendline broken,0.0005
2025-06-30 21:31:00.666,BINANCE_SPOT_SOL_USDT,SELL,156.04,VPVR peak at 155.82 with S/R zone resistance at 157.83,
2025-06-30 21:32:03.754,BINANCE_SPOT_SOL_USDT,BUY,156.16,Resistance trendline broken,-0.0008
2025-06-30 21:33:01.488,BINANCE_SPOT_SOL_USDT,SELL,156.26,VPVR peak at 156.17 with S/R zone resistance at 157.83,
2025-06-30 21:34:01.899,BINANCE_SPOT_SOL_USDT,BUY,156.39,Resistance trendline broken,-0.0008
2025-06-30 21:35:01.329,BINANCE_SPOT_SOL_USDT,SELL,156.31,VPVR peak at 156.33 with S/R zone resistance at 157.83,
2025-06-30 21:36:00.815,BINANCE_SPOT_SOL_USDT,BUY,156.53,Resistance trendline broken,-0.0015
2025-06-30 21:37:01.032,BINANCE_SPOT_SOL_USDT,SELL,156.47,VPVR peak at 156.33 with S/R zone resistance at 157.83,
2025-06-30 21:38:02.096,BINANCE_SPOT_SOL_USDT,BUY,156.53,Resistance trendline broken,-0.0004
2025-06-30 21:39:00.758,BINANCE_SPOT_SOL_USDT,SELL,156.51,VPVR peak at 156.33 with S/R zone resistance at 157.83,
2025-06-30 21:40:06.749,BINANCE_SPOT_SOL_USDT,BUY,156.47,Resistance trendline broken,0.0003
2025-06-30 21:41:02.831,BINANCE_SPOT_SOL_USDT,SELL,156.5,VPVR peak at 156.33 with S/R zone resistance at 157.83,
2025-06-30 21:42:01.568,BINANCE_SPOT_XRP_USDT,SELL,2.28,VPVR peak at 2.28 with S/R zone resistance at 2.31,
2025-06-30 21:42:01.787,BINANCE_SPOT_SOL_USDT,BUY,156.47,Resistance trendline broken,0.0002
2025-06-30 21:43:00.998,BINANCE_SPOT_SOL_USDT,SELL,156.44,VPVR peak at 156.33 with S/R zone resistance at 157.83,
2025-06-30 21:43:01.116,BINANCE_SPOT_XRP_USDT,BUY,2.28,Resistance trendline broken,0.0002
2025-06-30 21:44:01.619,BINANCE_SPOT_SOL_USDT,BUY,156.37,Resistance trendline broken,0.0005
2025-06-30 21:45:01.925,BINANCE_SPOT_SOL_USDT,SELL,156.5,VPVR peak at 156.33 with S/R zone resistance at 157.83,
2025-06-30 21:46:00.485,BINANCE_SPOT_SOL_USDT,BUY,156.3,Resistance trendline broken,0.0013
2025-06-30 21:47:00.810,BINANCE_SPOT_SOL_USDT,SELL,156.24,VPVR peak at 156.17 with S/R zone resistance at 157.83,
2025-06-30 21:48:01.330,BINANCE_SPOT_SOL_USDT,BUY,156.25,Resistance trendline broken,-0.0
2025-06-30 21:49:00.432,BINANCE_SPOT_XRP_USDT,SELL,2.28,VPVR peak at 2.28 with S/R zone resistance at 2.31,
2025-06-30 21:49:01.048,BINANCE_SPOT_SOL_USDT,SELL,156.28,VPVR peak at 156.17 with S/R zone resistance at 157.83,
2025-06-30 21:50:00.802,BINANCE_SPOT_SOL_USDT,BUY,156.19,Resistance trendline broken,0.0005
2025-06-30 21:50:01.964,BINANCE_SPOT_XRP_USDT,BUY,2.28,Resistance trendline broken,0.0001
2025-06-30 21:51:00.524,BINANCE_SPOT_XRP_USDT,SELL,2.28,VPVR peak at 2.28 with S/R zone resistance at 2.31,
2025-06-30 21:51:00.888,BINANCE_SPOT_SOL_USDT,SELL,155.96,VPVR peak at 156.17 with S/R zone resistance at 157.83,
2025-06-30 21:52:00.483,BINANCE_SPOT_XRP_USDT,BUY,2.28,Resistance trendline broken,0.0003
2025-06-30 21:52:00.797,BINANCE_SPOT_SOL_USDT,BUY,155.78,Resistance trendline broken,0.0011
2025-06-30 22:00:00.863,BINANCE_SPOT_XRP_USDT,SELL,2.28,VPVR peak at 2.28 with S/R zone resistance at 2.31,
